RESPONDENT_ID,V1_x,POL_BELIEFS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
1682,2010,4.0,0.0,1.0,1.0,2.0,5.0,3.0
1683,2010,2.0,0.0,0.0,1.0,3.0,2.0,4.0
1684,2010,3.0,1.0,1.0,1.0,5.0,1.0,4.0
1685,2010,0.0,0.0,0.0,1.0,1.0,1.0,5.0
1686,2010,2.0,0.0,0.0,0.0,3.0,5.0,5.0
1688,2010,1.0,1.0,1.0,1.0,4.0,5.0,4.0
1690,2010,2.0,1.0,0.0,1.0,,,
1691,2010,2.0,0.0,0.0,1.0,3.0,4.0,3.0
1692,2010,3.0,1.0,1.0,1.0,3.0,2.0,4.0
1693,2010,3.0,1.0,1.0,1.0,1.0,3.0,2.0
1695,2010,3.0,0.0,0.0,0.0,4.0,5.0,5.0
1696,2010,2.0,1.0,1.0,1.0,4.0,3.0,5.0
1698,2010,3.0,1.0,1.0,1.0,3.0,4.0,
1702,2010,3.0,1.0,1.0,1.0,3.0,2.0,1.0
1703,2010,1.0,0.0,1.0,1.0,2.0,1.0,4.0
1704,2010,1.0,1.0,0.0,1.0,2.0,2.0,4.0
1706,2010,1.0,1.0,1.0,1.0,2.0,2.0,4.0
1707,2010,1.0,0.0,0.0,1.0,2.0,5.0,5.0
1708,2010,2.0,1.0,0.0,1.0,4.0,1.0,4.0
1709,2010,3.0,0.0,0.0,1.0,1.0,1.0,5.0
1710,2010,0.0,1.0,1.0,1.0,3.0,3.0,4.0
1711,2010,4.0,1.0,1.0,1.0,1.0,3.0,4.0
1712,2010,2.0,,,,2.0,5.0,4.0
1713,2010,4.0,1.0,1.0,1.0,2.0,2.0,4.0
1714,2010,3.0,1.0,1.0,1.0,4.0,3.0,4.0
1715,2010,3.0,0.0,0.0,1.0,2.0,3.0,3.0
1716,2010,1.0,0.0,0.0,0.0,4.0,2.0,5.0
1717,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1719,2010,3.0,1.0,0.0,1.0,3.0,3.0,3.0
1720,2010,1.0,1.0,1.0,1.0,1.0,1.0,4.0
1722,2010,3.0,0.0,0.0,1.0,2.0,4.0,5.0
1725,2010,3.0,1.0,1.0,1.0,3.0,3.0,1.0
1727,2010,2.0,1.0,1.0,1.0,4.0,2.0,2.0
1728,2010,3.0,0.0,1.0,0.0,2.0,3.0,4.0
1729,2010,2.0,1.0,1.0,1.0,1.0,3.0,5.0
1730,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1731,2010,0.0,0.0,1.0,1.0,1.0,4.0,5.0
1732,2010,2.0,1.0,0.0,1.0,5.0,4.0,5.0
1733,2010,4.0,1.0,1.0,1.0,4.0,5.0,4.0
1734,2010,2.0,0.0,0.0,1.0,2.0,4.0,1.0
1735,2010,2.0,1.0,1.0,1.0,1.0,4.0,5.0
1737,2010,1.0,,,,1.0,2.0,4.0
1738,2010,1.0,1.0,1.0,1.0,2.0,1.0,5.0
1740,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1741,2010,1.0,1.0,1.0,1.0,2.0,,
1745,2010,2.0,1.0,1.0,0.0,5.0,2.0,4.0
1747,2010,0.0,1.0,1.0,1.0,5.0,5.0,5.0
1748,2010,2.0,0.0,1.0,1.0,4.0,1.0,5.0
1749,2010,2.0,1.0,1.0,1.0,1.0,5.0,5.0
1750,2010,3.0,1.0,0.0,1.0,2.0,1.0,2.0
1752,2010,2.0,0.0,0.0,1.0,4.0,5.0,3.0
1753,2010,1.0,0.0,1.0,1.0,4.0,3.0,3.0
1754,2010,2.0,,,,3.0,4.0,5.0
1755,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
1756,2010,2.0,0.0,1.0,1.0,3.0,3.0,4.0
1758,2010,1.0,1.0,0.0,1.0,,,
1759,2010,2.0,0.0,1.0,1.0,4.0,4.0,1.0
1760,2010,1.0,0.0,0.0,1.0,3.0,4.0,4.0
1762,2010,4.0,1.0,1.0,1.0,1.0,5.0,5.0
1764,2010,2.0,1.0,1.0,1.0,2.0,5.0,5.0
1765,2010,2.0,0.0,0.0,1.0,5.0,2.0,5.0
1766,2010,3.0,0.0,1.0,1.0,,,
1768,2010,3.0,1.0,1.0,1.0,4.0,1.0,5.0
1769,2010,4.0,1.0,1.0,1.0,3.0,2.0,4.0
1770,2010,0.0,1.0,1.0,1.0,3.0,4.0,5.0
1771,2010,1.0,1.0,1.0,1.0,3.0,1.0,5.0
1772,2010,2.0,1.0,1.0,1.0,1.0,1.0,3.0
1773,2010,3.0,1.0,1.0,1.0,4.0,5.0,4.0
1775,2010,3.0,1.0,1.0,1.0,1.0,2.0,5.0
1776,2010,1.0,1.0,0.0,1.0,1.0,3.0,5.0
1777,2010,3.0,1.0,1.0,1.0,2.0,4.0,5.0
1780,2010,4.0,1.0,0.0,1.0,2.0,3.0,5.0
1781,2010,2.0,0.0,0.0,1.0,3.0,3.0,5.0
1782,2010,0.0,1.0,1.0,1.0,3.0,3.0,4.0
1783,2010,2.0,1.0,0.0,1.0,2.0,2.0,4.0
1784,2010,2.0,0.0,1.0,0.0,1.0,2.0,4.0
1785,2010,3.0,1.0,1.0,1.0,2.0,1.0,4.0
1786,2010,2.0,1.0,1.0,1.0,5.0,5.0,5.0
1787,2010,3.0,0.0,1.0,1.0,1.0,4.0,5.0
1788,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
1790,2010,1.0,0.0,1.0,1.0,4.0,4.0,4.0
1792,2010,2.0,0.0,1.0,1.0,4.0,4.0,4.0
1793,2010,2.0,0.0,0.0,1.0,2.0,4.0,4.0
1795,2010,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1796,2010,2.0,0.0,0.0,1.0,4.0,5.0,4.0
1797,2010,2.0,,,,1.0,3.0,3.0
1798,2010,2.0,0.0,0.0,0.0,2.0,5.0,5.0
1799,2010,0.0,,,,2.0,1.0,5.0
1800,2010,1.0,1.0,0.0,1.0,2.0,1.0,5.0
1801,2010,1.0,1.0,1.0,1.0,2.0,5.0,5.0
1802,2010,3.0,1.0,1.0,0.0,3.0,3.0,5.0
1803,2010,4.0,,,,5.0,5.0,5.0
1804,2010,2.0,1.0,1.0,1.0,5.0,5.0,5.0
1805,2010,2.0,0.0,0.0,0.0,2.0,3.0,4.0
1807,2010,2.0,0.0,1.0,0.0,3.0,5.0,3.0
1808,2010,2.0,1.0,1.0,1.0,3.0,5.0,2.0
1809,2010,2.0,1.0,0.0,1.0,4.0,4.0,5.0
1810,2010,2.0,,,,1.0,1.0,1.0
1811,2010,2.0,1.0,1.0,1.0,3.0,4.0,2.0
1813,2010,2.0,1.0,1.0,1.0,2.0,4.0,3.0
1815,2010,2.0,1.0,0.0,1.0,3.0,1.0,4.0
1816,2010,2.0,1.0,1.0,1.0,3.0,4.0,4.0
1817,2010,2.0,1.0,1.0,1.0,1.0,3.0,5.0
1818,2010,3.0,1.0,1.0,1.0,3.0,3.0,3.0
1819,2010,4.0,0.0,0.0,1.0,4.0,5.0,5.0
1821,2010,1.0,0.0,0.0,1.0,2.0,4.0,4.0
1823,2010,1.0,1.0,1.0,1.0,2.0,4.0,3.0
1825,2010,1.0,0.0,0.0,1.0,3.0,4.0,4.0
1827,2010,4.0,,,,2.0,2.0,5.0
1828,2010,1.0,,,,1.0,3.0,5.0
1829,2010,2.0,1.0,1.0,1.0,5.0,1.0,1.0
1830,2010,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1831,2010,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1832,2010,0.0,,,,2.0,4.0,2.0
1833,2010,2.0,1.0,1.0,1.0,4.0,4.0,5.0
1835,2010,0.0,0.0,0.0,1.0,3.0,4.0,4.0
1836,2010,2.0,1.0,1.0,1.0,2.0,4.0,5.0
1838,2010,2.0,0.0,1.0,1.0,3.0,2.0,4.0
1839,2010,3.0,,,,3.0,3.0,5.0
1841,2010,1.0,0.0,0.0,0.0,3.0,4.0,4.0
1843,2010,3.0,1.0,1.0,1.0,2.0,2.0,5.0
1844,2010,3.0,1.0,1.0,1.0,5.0,5.0,4.0
1847,2010,3.0,0.0,1.0,1.0,1.0,1.0,5.0
1848,2010,0.0,1.0,1.0,1.0,4.0,2.0,2.0
1849,2010,4.0,0.0,1.0,1.0,1.0,4.0,4.0
1850,2010,3.0,1.0,1.0,1.0,2.0,2.0,5.0
1854,2010,3.0,,,,3.0,4.0,4.0
1855,2010,3.0,1.0,1.0,1.0,3.0,3.0,5.0
1856,2010,1.0,1.0,1.0,1.0,1.0,4.0,5.0
1857,2010,1.0,1.0,0.0,1.0,3.0,1.0,4.0
1858,2010,2.0,1.0,1.0,1.0,3.0,3.0,5.0
1859,2010,2.0,1.0,1.0,1.0,2.0,1.0,5.0
1861,2010,2.0,,,,5.0,5.0,5.0
1862,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1865,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1866,2010,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1868,2010,3.0,1.0,1.0,1.0,5.0,5.0,2.0
1869,2010,2.0,1.0,1.0,1.0,1.0,1.0,4.0
1871,2010,4.0,,,,4.0,4.0,2.0
1874,2010,1.0,1.0,1.0,1.0,3.0,2.0,5.0
1876,2010,1.0,0.0,1.0,1.0,2.0,1.0,5.0
1877,2010,4.0,0.0,1.0,1.0,,,
1878,2010,0.0,1.0,1.0,1.0,1.0,3.0,4.0
1880,2010,4.0,,,,1.0,1.0,5.0
1882,2010,2.0,0.0,0.0,0.0,3.0,4.0,5.0
1883,2010,3.0,1.0,1.0,1.0,4.0,4.0,5.0
1884,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
1885,2010,2.0,1.0,1.0,1.0,2.0,5.0,5.0
1886,2010,2.0,1.0,1.0,1.0,4.0,3.0,
1888,2010,1.0,0.0,1.0,1.0,2.0,4.0,4.0
1890,2010,3.0,0.0,0.0,0.0,5.0,5.0,4.0
1891,2010,4.0,1.0,1.0,1.0,5.0,5.0,5.0
1892,2010,4.0,0.0,1.0,1.0,1.0,1.0,5.0
1893,2010,1.0,1.0,1.0,1.0,2.0,2.0,4.0
1894,2010,0.0,1.0,1.0,1.0,,,
1895,2010,2.0,1.0,1.0,1.0,3.0,3.0,5.0
1897,2010,3.0,1.0,1.0,1.0,4.0,2.0,4.0
1900,2010,1.0,0.0,0.0,1.0,1.0,1.0,5.0
1901,2010,1.0,0.0,0.0,1.0,1.0,1.0,5.0
1905,2010,0.0,1.0,0.0,1.0,1.0,4.0,5.0
1907,2010,1.0,1.0,1.0,1.0,1.0,3.0,4.0
1909,2010,2.0,1.0,1.0,1.0,4.0,2.0,4.0
1910,2010,3.0,1.0,1.0,1.0,,,
1911,2010,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1913,2010,2.0,0.0,0.0,0.0,4.0,1.0,5.0
1914,2010,1.0,1.0,0.0,0.0,3.0,1.0,4.0
1916,2010,2.0,0.0,1.0,1.0,1.0,4.0,5.0
1917,2010,4.0,,,,4.0,3.0,3.0
1918,2010,1.0,1.0,0.0,1.0,3.0,2.0,4.0
1919,2010,3.0,1.0,1.0,1.0,1.0,4.0,5.0
1920,2010,2.0,,,,2.0,4.0,4.0
1921,2010,0.0,0.0,0.0,1.0,4.0,4.0,4.0
1923,2010,1.0,,,,5.0,5.0,3.0
1924,2010,1.0,0.0,0.0,0.0,2.0,1.0,5.0
1926,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
1927,2010,1.0,,,,3.0,5.0,4.0
1928,2010,3.0,1.0,1.0,1.0,5.0,4.0,4.0
1929,2010,1.0,0.0,0.0,1.0,2.0,1.0,5.0
1930,2010,1.0,0.0,0.0,1.0,3.0,4.0,2.0
1931,2010,3.0,,,,5.0,5.0,1.0
1932,2010,3.0,1.0,1.0,1.0,4.0,5.0,5.0
1933,2010,2.0,0.0,1.0,1.0,2.0,2.0,5.0
1934,2010,4.0,1.0,1.0,1.0,3.0,4.0,4.0
1935,2010,4.0,0.0,1.0,1.0,5.0,4.0,4.0
1936,2010,2.0,0.0,1.0,1.0,2.0,3.0,5.0
1937,2010,2.0,1.0,1.0,1.0,4.0,2.0,5.0
1938,2010,2.0,1.0,1.0,1.0,,,
1939,2010,4.0,0.0,1.0,1.0,5.0,3.0,4.0
1941,2010,3.0,1.0,1.0,1.0,4.0,4.0,5.0
1943,2010,1.0,1.0,1.0,1.0,3.0,4.0,3.0
1944,2010,1.0,1.0,0.0,1.0,4.0,4.0,3.0
1945,2010,4.0,1.0,1.0,1.0,4.0,3.0,4.0
1947,2010,1.0,1.0,1.0,1.0,4.0,5.0,4.0
1948,2010,1.0,,,,3.0,4.0,5.0
1949,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
1950,2010,2.0,1.0,1.0,1.0,,,
1952,2010,2.0,1.0,1.0,1.0,3.0,3.0,2.0
1953,2010,4.0,1.0,1.0,1.0,4.0,5.0,1.0
1955,2010,4.0,,,,1.0,3.0,4.0
1956,2010,4.0,1.0,1.0,1.0,4.0,2.0,5.0
1957,2010,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1959,2010,2.0,,,,3.0,4.0,3.0
1960,2010,2.0,0.0,0.0,1.0,2.0,1.0,5.0
1961,2010,3.0,0.0,1.0,1.0,1.0,1.0,4.0
1962,2010,2.0,,,,5.0,4.0,3.0
1963,2010,3.0,1.0,1.0,1.0,4.0,2.0,1.0
1964,2010,2.0,,,,2.0,5.0,5.0
1965,2010,4.0,0.0,0.0,0.0,3.0,4.0,4.0
1966,2010,2.0,1.0,1.0,0.0,,,
1967,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1970,2010,4.0,0.0,1.0,0.0,1.0,1.0,5.0
1972,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1980,2010,0.0,0.0,1.0,1.0,2.0,3.0,4.0
1984,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
1985,2010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,2010,2.0,1.0,1.0,0.0,1.0,5.0,5.0
1989,2010,1.0,1.0,1.0,1.0,2.0,4.0,1.0
1994,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1997,2010,3.0,1.0,1.0,1.0,1.0,5.0,5.0
1999,2010,1.0,1.0,1.0,1.0,3.0,3.0,3.0
2000,2010,0.0,1.0,0.0,1.0,1.0,1.0,4.0
2003,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
2005,2010,0.0,1.0,0.0,1.0,3.0,3.0,3.0
2008,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
2009,2010,0.0,0.0,0.0,0.0,1.0,4.0,4.0
2010,2010,1.0,0.0,0.0,1.0,1.0,1.0,5.0
2012,2010,2.0,,,,1.0,1.0,5.0
2013,2010,1.0,,,,2.0,2.0,4.0
2014,2010,1.0,1.0,1.0,1.0,2.0,3.0,2.0
2016,2010,1.0,1.0,0.0,1.0,3.0,4.0,4.0
2017,2010,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2018,2010,3.0,1.0,1.0,1.0,3.0,3.0,4.0
2019,2010,3.0,0.0,1.0,1.0,2.0,2.0,4.0
2021,2010,1.0,1.0,1.0,1.0,1.0,2.0,5.0
2022,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
2023,2010,2.0,0.0,1.0,1.0,1.0,3.0,5.0
2025,2010,0.0,1.0,1.0,1.0,1.0,3.0,4.0
2027,2010,1.0,1.0,0.0,1.0,1.0,4.0,4.0
2030,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2031,2010,2.0,1.0,1.0,1.0,,,
2033,2010,1.0,1.0,1.0,1.0,1.0,2.0,5.0
2034,2010,3.0,1.0,1.0,1.0,1.0,1.0,3.0
2038,2010,1.0,1.0,1.0,1.0,2.0,3.0,5.0
2040,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
2041,2010,3.0,1.0,1.0,1.0,2.0,1.0,2.0
2042,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
2043,2010,1.0,,,,1.0,1.0,5.0
2044,2010,3.0,1.0,1.0,1.0,1.0,1.0,4.0
2049,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2050,2010,3.0,0.0,1.0,0.0,2.0,2.0,1.0
2053,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2054,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
2056,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2057,2010,3.0,1.0,1.0,1.0,3.0,4.0,5.0
2060,2010,2.0,1.0,1.0,1.0,1.0,3.0,5.0
2061,2010,3.0,,,,4.0,1.0,5.0
2062,2010,2.0,1.0,1.0,1.0,3.0,3.0,5.0
2064,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2066,2010,2.0,0.0,1.0,1.0,2.0,2.0,4.0
2067,2010,2.0,0.0,0.0,1.0,1.0,3.0,1.0
2070,2010,2.0,0.0,0.0,0.0,2.0,2.0,4.0
2072,2010,3.0,0.0,0.0,1.0,2.0,4.0,5.0
2076,2010,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2080,2010,3.0,0.0,0.0,0.0,1.0,2.0,5.0
2086,2010,2.0,,,,2.0,1.0,5.0
2088,2010,1.0,1.0,0.0,1.0,1.0,2.0,5.0
2090,2010,2.0,0.0,0.0,1.0,1.0,1.0,1.0
2093,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
2094,2010,3.0,0.0,1.0,1.0,,,
2096,2010,1.0,1.0,1.0,1.0,3.0,2.0,2.0
2097,2010,1.0,1.0,1.0,1.0,,,
2102,2010,2.0,0.0,1.0,1.0,2.0,5.0,5.0
2108,2010,0.0,1.0,1.0,1.0,,,
2109,2010,4.0,1.0,1.0,1.0,2.0,2.0,4.0
2110,2010,2.0,0.0,1.0,1.0,1.0,1.0,1.0
2111,2010,0.0,1.0,0.0,1.0,4.0,4.0,5.0
2113,2010,3.0,1.0,1.0,1.0,,,
2114,2010,2.0,1.0,1.0,1.0,1.0,1.0,4.0
2117,2010,3.0,0.0,0.0,1.0,1.0,1.0,5.0
2118,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
2123,2010,3.0,1.0,1.0,1.0,,,
2124,2010,3.0,1.0,1.0,1.0,3.0,3.0,3.0
2125,2010,2.0,0.0,0.0,1.0,1.0,1.0,4.0
2126,2010,2.0,1.0,1.0,1.0,1.0,4.0,3.0
2127,2010,3.0,0.0,0.0,1.0,1.0,1.0,1.0
2132,2010,2.0,0.0,1.0,1.0,,,
2134,2010,2.0,1.0,0.0,1.0,1.0,1.0,5.0
2135,2010,4.0,1.0,1.0,1.0,2.0,2.0,4.0
2136,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2137,2010,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2138,2010,3.0,0.0,0.0,1.0,5.0,5.0,5.0
2139,2010,3.0,1.0,1.0,0.0,,,
2140,2010,3.0,1.0,1.0,1.0,3.0,1.0,4.0
2141,2010,3.0,1.0,1.0,1.0,3.0,5.0,5.0
2143,2010,3.0,1.0,0.0,1.0,1.0,3.0,4.0
2144,2010,3.0,1.0,1.0,1.0,1.0,2.0,5.0
2145,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2146,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
2149,2010,0.0,1.0,1.0,1.0,1.0,3.0,5.0
2151,2010,3.0,1.0,1.0,1.0,2.0,2.0,5.0
2153,2010,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2156,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
2160,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
2162,2010,3.0,1.0,1.0,1.0,1.0,1.0,4.0
2164,2010,3.0,0.0,1.0,1.0,2.0,3.0,5.0
2166,2010,0.0,1.0,1.0,1.0,2.0,2.0,4.0
2167,2010,0.0,0.0,1.0,1.0,2.0,3.0,4.0
2168,2010,1.0,1.0,1.0,1.0,1.0,2.0,5.0
2169,2010,1.0,1.0,0.0,1.0,1.0,1.0,5.0
2172,2010,1.0,1.0,1.0,1.0,2.0,3.0,4.0
2174,2010,1.0,1.0,1.0,1.0,2.0,4.0,4.0
2175,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
2177,2010,2.0,0.0,0.0,1.0,1.0,2.0,4.0
2178,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2179,2010,2.0,,,,2.0,3.0,5.0
2180,2010,1.0,1.0,1.0,1.0,3.0,2.0,4.0
2187,2010,2.0,0.0,1.0,1.0,3.0,3.0,5.0
2189,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2195,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2197,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
2198,2010,3.0,1.0,1.0,1.0,2.0,4.0,2.0
2199,2010,2.0,1.0,1.0,1.0,4.0,5.0,1.0
2200,2010,0.0,1.0,1.0,1.0,,,
2202,2010,2.0,0.0,1.0,1.0,1.0,1.0,1.0
2203,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2204,2010,2.0,1.0,1.0,1.0,1.0,,
2205,2010,2.0,1.0,1.0,1.0,1.0,5.0,5.0
2209,2010,0.0,,,,1.0,1.0,5.0
2210,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
2212,2010,1.0,,,,3.0,3.0,5.0
2215,2010,4.0,1.0,0.0,1.0,1.0,2.0,3.0
2217,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
2218,2010,0.0,1.0,1.0,1.0,1.0,2.0,5.0
2219,2010,2.0,1.0,1.0,1.0,1.0,1.0,4.0
2220,2010,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2222,2010,1.0,0.0,0.0,1.0,1.0,2.0,5.0
2223,2010,2.0,0.0,0.0,1.0,1.0,1.0,5.0
2225,2010,2.0,0.0,1.0,1.0,2.0,1.0,5.0
2226,2010,2.0,1.0,0.0,1.0,2.0,1.0,5.0
2228,2010,0.0,1.0,1.0,1.0,1.0,2.0,4.0
2229,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
2230,2010,2.0,1.0,1.0,1.0,3.0,4.0,4.0
2235,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
2236,2010,2.0,1.0,1.0,1.0,2.0,4.0,5.0
2238,2010,1.0,1.0,0.0,1.0,4.0,4.0,4.0
2240,2010,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2241,2010,2.0,0.0,1.0,1.0,2.0,1.0,5.0
2242,2010,2.0,0.0,1.0,1.0,2.0,4.0,5.0
2246,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
2247,2010,2.0,0.0,1.0,0.0,2.0,3.0,5.0
2248,2010,0.0,1.0,1.0,1.0,4.0,3.0,4.0
2249,2010,4.0,1.0,1.0,1.0,,,
2251,2010,3.0,,,,1.0,2.0,4.0
2252,2010,0.0,1.0,1.0,1.0,1.0,2.0,5.0
2253,2010,2.0,1.0,1.0,1.0,4.0,2.0,5.0
2254,2010,2.0,1.0,1.0,1.0,1.0,3.0,5.0
2256,2010,1.0,1.0,1.0,1.0,2.0,2.0,4.0
2257,2010,2.0,0.0,0.0,1.0,2.0,1.0,5.0
2258,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2262,2010,2.0,1.0,1.0,1.0,1.0,3.0,3.0
2263,2010,1.0,1.0,1.0,1.0,4.0,2.0,5.0
2265,2010,2.0,1.0,1.0,1.0,1.0,3.0,4.0
2266,2010,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2267,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2270,2010,2.0,1.0,0.0,1.0,1.0,1.0,4.0
2271,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
2272,2010,1.0,1.0,1.0,1.0,2.0,5.0,4.0
2274,2010,1.0,1.0,1.0,1.0,3.0,4.0,4.0
2275,2010,2.0,1.0,0.0,1.0,1.0,3.0,5.0
2278,2010,1.0,1.0,1.0,1.0,2.0,2.0,4.0
2279,2010,3.0,1.0,1.0,1.0,5.0,,
2280,2010,4.0,1.0,1.0,1.0,5.0,5.0,5.0
2281,2010,2.0,1.0,1.0,1.0,3.0,2.0,5.0
2282,2010,3.0,1.0,1.0,1.0,2.0,1.0,4.0
2283,2010,2.0,1.0,0.0,0.0,1.0,1.0,5.0
2285,2010,1.0,1.0,1.0,1.0,,,
2287,2010,1.0,1.0,1.0,1.0,2.0,2.0,4.0
2289,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
2290,2010,2.0,0.0,1.0,1.0,1.0,2.0,4.0
2292,2010,1.0,1.0,1.0,1.0,3.0,3.0,3.0
2293,2010,2.0,,,,,,
2294,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
2295,2010,3.0,1.0,1.0,1.0,2.0,3.0,5.0
2297,2010,3.0,1.0,1.0,1.0,2.0,2.0,4.0
2298,2010,0.0,1.0,1.0,1.0,2.0,1.0,4.0
2299,2010,1.0,1.0,0.0,1.0,,,
2300,2010,2.0,1.0,1.0,1.0,2.0,5.0,5.0
2301,2010,1.0,1.0,0.0,1.0,2.0,1.0,4.0
2303,2010,2.0,0.0,1.0,1.0,1.0,2.0,5.0
2304,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
2306,2010,1.0,1.0,0.0,1.0,3.0,3.0,4.0
2308,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
2309,2010,2.0,0.0,1.0,1.0,1.0,1.0,5.0
2310,2010,0.0,1.0,0.0,1.0,2.0,3.0,4.0
2311,2010,1.0,0.0,1.0,1.0,4.0,4.0,4.0
2312,2010,0.0,1.0,1.0,1.0,2.0,5.0,5.0
2315,2010,2.0,0.0,1.0,1.0,2.0,1.0,5.0
2316,2010,4.0,0.0,1.0,1.0,3.0,4.0,4.0
2318,2010,2.0,1.0,1.0,1.0,2.0,5.0,5.0
2319,2010,4.0,,,,1.0,2.0,5.0
2320,2010,3.0,0.0,1.0,1.0,5.0,5.0,5.0
2321,2010,3.0,1.0,1.0,1.0,2.0,4.0,5.0
2324,2010,1.0,1.0,1.0,1.0,,,
2325,2010,2.0,,,,1.0,1.0,5.0
2326,2010,3.0,1.0,1.0,1.0,4.0,4.0,4.0
2327,2010,1.0,1.0,1.0,1.0,1.0,2.0,5.0
2329,2010,3.0,1.0,1.0,1.0,3.0,5.0,4.0
2330,2010,2.0,0.0,0.0,1.0,,,
2331,2010,3.0,1.0,1.0,1.0,2.0,2.0,2.0
2333,2010,3.0,0.0,1.0,1.0,1.0,4.0,4.0
2334,2010,2.0,0.0,1.0,1.0,2.0,3.0,5.0
2338,2010,1.0,0.0,1.0,1.0,1.0,4.0,5.0
2340,2010,1.0,0.0,0.0,1.0,1.0,1.0,5.0
2341,2010,1.0,1.0,1.0,1.0,,,
2343,2010,2.0,1.0,0.0,1.0,3.0,3.0,3.0
2346,2010,1.0,1.0,1.0,1.0,3.0,3.0,4.0
2350,2010,2.0,1.0,0.0,0.0,1.0,3.0,5.0
2351,2010,2.0,1.0,1.0,1.0,4.0,5.0,5.0
2354,2010,3.0,0.0,1.0,1.0,,,
2355,2010,1.0,1.0,1.0,1.0,4.0,2.0,4.0
2359,2010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2360,2010,1.0,1.0,1.0,1.0,1.0,2.0,4.0
2361,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
2362,2010,1.0,1.0,1.0,1.0,3.0,3.0,2.0
2365,2010,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2367,2010,3.0,0.0,0.0,1.0,1.0,1.0,5.0
